,Instructor,Course,Term,Enroll,Evals,Rcmnd_Class,Rcmnd_Instructor,Study_Hrs_Per_Wk,Grade_Expected,Grade,Link
421,"Anderson, Michael G.",PHYS 1BL - Electricity & Magnetism Lab    05,SP12,25,13,92.3,84.6,5.58,3.46,3.29,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=744406
422,"Anderson, Michael G.",PHYS 1BL - Electricity & Magnetism Lab    06,SP12,23,5,40.0,20.0,6.9,2.4,3.29,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=744407
423,"Anderson, Michael G.",PHYS 1BL - Electricity & Magnetism Lab    07,SP12,21,9,77.8,87.5,3.17,3.22,3.29,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=744408
424,"Anderson, Michael G.",PHYS 1BL - Electricity & Magnetism Lab    08,SP12,11,8,62.5,87.5,4.5,3.75,3.29,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=744410
425,"Anderson, Michael G.",PHYS 1BL - Electricity & Magnetism Lab    09,SP12,24,6,66.7,66.7,5.17,3.67,3.29,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=744411
426,"Anderson, Michael G.",PHYS 1BL - Electricity & Magnetism Lab    10,SP12,10,2,100.0,100.0,4.5,4.0,3.29,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=744412
427,"Smith, Douglas E","PHYS 1C  - Waves, Optics & Modern Physics A",SP12,338,118,82.9,82.8,4.67,3.45,3.16,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=744413
428,"Smith, Douglas E","PHYS 1C  - Waves, Optics & Modern Physics B",SP12,161,59,82.8,79.3,5.84,3.46,3.16,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=744414
429,"Hicks, J. Charles","PHYS 1C  - Waves, Optics & Modern Physics C",SP12,119,50,70.0,52.0,5.62,3.19,2.7,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=744415
430,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    01",SP12,5,2,50.0,50.0,2.5,3.0,3.45,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=744416
431,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    02",SP12,3,1,100.0,100.0,2.5,4.0,3.45,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=744417
432,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    03",SP12,21,11,81.8,80.0,4.14,3.73,3.45,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=744418
433,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    04",SP12,19,6,83.3,66.7,4.5,3.67,3.45,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=744419
434,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    05",SP12,23,7,71.4,85.7,2.21,4.0,3.45,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=744420
435,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    06",SP12,19,7,85.7,100.0,3.07,3.14,3.45,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=744421
436,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    07",SP12,19,6,50.0,16.7,2.83,3.67,3.45,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=744422
437,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    08",SP12,11,2,100.0,100.0,1.5,3.5,3.45,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=744423
438,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    09",SP12,19,9,55.6,55.6,3.83,3.67,3.45,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=744424
439,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    11",SP12,21,9,77.8,88.9,3.39,3.67,3.45,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=744426
440,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    12",SP12,24,12,91.7,91.7,2.17,3.92,3.45,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=744427
441,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    13",SP12,26,11,90.9,90.9,3.05,3.73,3.45,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=744428
442,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    14",SP12,26,6,20.0,40.0,2.17,3.5,3.45,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=744429
443,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    15",SP12,26,8,87.5,100.0,4.75,3.57,3.45,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=744430
444,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    16",SP12,22,10,90.0,90.0,4.3,3.5,3.45,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=744431
445,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    17",SP12,3,1,100.0,100.0,2.5,3.0,3.45,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=744432
446,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    19",SP12,23,8,85.7,100.0,4.21,4.0,3.45,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=744434
447,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    20",SP12,8,3,100.0,66.7,3.17,3.67,3.45,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=744435
448,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    21",SP12,17,7,85.7,85.7,2.79,4.0,3.45,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=744436
449,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    22",SP12,11,2,100.0,100.0,2.5,3.5,3.45,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=744437
450,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    23",SP12,24,10,50.0,80.0,4.1,3.5,3.45,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=744438
451,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    24",SP12,23,11,80.0,100.0,3.77,3.45,3.45,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=744439
452,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    25",SP12,26,13,76.9,84.6,3.73,3.58,3.45,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=744440
453,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    26",SP12,24,8,87.5,87.5,4.21,3.75,3.45,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=744441
454,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    27",SP12,24,4,75.0,75.0,2.0,4.0,3.45,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=744442
455,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    28",SP12,10,2,100.0,100.0,3.5,4.0,3.45,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=744443
456,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    29",SP12,4,1,100.0,100.0,4.5,4.0,3.45,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=744444
457,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    30",SP12,3,1,0.0,0.0,2.5,3.0,3.45,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=744445
458,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    31",SP12,16,5,80.0,100.0,4.1,3.6,3.45,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=744446
459,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    32",SP12,4,1,0.0,100.0,2.5,3.0,3.45,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=744447
460,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    33",SP12,25,6,100.0,80.0,5.5,3.83,3.45,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=744448
461,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    34",SP12,24,9,77.8,77.8,3.83,3.0,3.45,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=744449
462,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    35",SP12,25,6,83.3,80.0,4.17,3.0,3.45,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=744450
463,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    36",SP12,14,5,100.0,100.0,3.5,4.0,3.45,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=744451
464,"Dudko, Olga",PHYS 2A  - Physics-Mechanics              A,SP12,325,127,83.2,90.4,8.23,3.08,2.81,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=744454
465,"Anderson, Michael G.",PHYS 2B  - Phys-Electricity and Magnetism A,SP12,345,157,81.7,90.3,6.65,3.13,2.84,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=744456
466,"Anderson, Michael G.",PHYS 2B  - Phys-Electricity and Magnetism B,SP12,352,152,82.0,87.3,7.41,3.09,2.84,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=744458
467,"Paddock, Mark",PHYS 2BL - Phys Lab-Mechanics&Electrostat A,SP12,234,119,72.0,66.9,6.64,3.42,3.37,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=744460
468,"Wuerthwein, Frank","PHYS 2C  - Physics-Flu,Wav,Thrmdyn,Optics A",SP12,254,114,89.4,90.2,6.59,3.43,3.09,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=744471
469,"Shpyrko, Oleg","PHYS 2CL - Phys Lab-Elec,Magnetsm,Wav,Opt A",SP12,217,95,45.2,91.5,7.9,3.24,3.03,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=744473
470,"Sutterley, Christel Johanna",PHYS 2D  - Phys-Relativity&Quantm Physics A,SP12,288,135,82.8,94.0,6.74,3.39,3.3,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=744484
471,"Butov, Leonid",PHYS 2DL - Physics Lab-Modern Physics     A,SP12,48,13,92.3,84.6,7.58,3.62,3.18,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=744487
472,"Surko, Clifford M","PHYS 4B  - Phys Majrs-Mech,Fluid,Wav,Heat A",SP12,19,7,100.0,28.6,5.64,3.17,,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=744496
473,"Hirsch, Jorge Eduardo",PHYS 4E  - Physics Majors-Quantum Physics A,SP12,32,7,100.0,71.4,12.21,3.29,2.98,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=744498
474,"Tytler, David Robert",PHYS 5   - The Universe                   A,SP12,15,2,100.0,100.0,10.5,4.0,,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=744500
475,"Coil, Alison",PHYS 87   - Freshman Seminar               A,SP12,14,9,100.0,100.0,1.61,4.0,,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=747535
476,"Burgasser, Adam Jonathan",PHYS 9   - The Solar System               A,SP12,64,24,91.7,95.8,5.42,3.47,3.52,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=744504
477,"Anderson, Michael G.",PHYS 10   - Concepts In Physics            A,WI12,187,81,87.7,91.4,4.77,3.53,3.21,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=731808
478,"Wu, Congjun",PHYS 100B  - Electromagnetism               A,WI12,46,19,89.5,47.4,6.06,3.17,3.18,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=731809
479,"Dubin, Daniel Herschel",PHYS 105B  - Mathematical&Computational Phy A,WI12,18,8,100.0,100.0,13.5,3.43,3.07,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=731969
480,"Hicks, J. Charles",PHYS 110B  - Mechanics                      A,WI12,39,17,94.1,52.9,7.32,3.12,2.8,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=734683
481,"Salmon, Richard L.",PHYS 111   - Introduction to Ocean Waves    A,WI12,10,5,80.0,100.0,8.1,3.0,,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=731813
482,"Salmon, Richard L.",PHYS 111   - Introduction to Ocean Waves    A,WI12,8,6,100.0,100.0,6.83,3.5,,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=732129
483,"Murphy, Thomas",PHYS 121   - Experimental Techniques        A,WI12,22,8,100.0,100.0,7.25,3.75,3.25,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=731971
484,"Sham, Lu Jeu",PHYS 130C  - Quantum Physics III            A,WI12,15,9,87.5,55.6,6.06,3.44,,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=731817
485,"Arovas, Daniel P",PHYS 140B  - Statistical & Thermal Physics  A,WI12,18,8,100.0,100.0,9.5,3.75,,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=731819
486,"Kuti, Julius",PHYS 141   - Comp Phys I:Prob Models & Simu A,WI12,9,5,100.0,75.0,11.0,3.5,,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=731973
487,"Butov, Leonid",PHYS 152A  - Condensed Matter Physics       A,WI12,10,6,100.0,100.0,4.83,3.17,,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=731822
488,"Wolfe, Arthur Michael",PHYS 161   - Black Holes & Milky Way Galaxy A,WI12,15,7,71.4,71.4,6.21,3.33,,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=731823
489,"Hwa, Terence T.",PHYS 176   - Quantitative Molecular Biology A,WI12,2,1,0.0,0.0,8.5,2.0,,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=731824
490,"Kleinfeld, David",PHYS 178   - Biophysics/Neurons & Networks  A,WI12,10,4,75.0,66.7,8.5,3.5,,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=731975
491,"Sutterley, Christel Johanna",PHYS 1A  - Mechanics                      A,WI12,186,78,78.2,94.9,5.96,3.22,3.06,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=731722
492,"Yagil, Avi",PHYS 1AL - Mechanics Laboratory           01,WI12,166,63,74.6,75.8,4.56,3.35,3.41,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=731723
493,"Levine, Herbert",PHYS 1B  - Electricity and Magnetism      A,WI12,57,26,79.2,68.0,5.38,3.48,3.05,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=731730
494,"Groisman, Alexander",PHYS 1B  - Electricity and Magnetism      B,WI12,295,125,64.0,67.7,5.68,3.24,2.95,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=731731
495,"Wuerthwein, Frank",PHYS 1B  - Electricity and Magnetism      C,WI12,296,140,81.2,90.4,5.87,3.32,3.23,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=731732
496,"Yagil, Avi",PHYS 1BL - Electricity & Magnetism Lab    01,WI12,618,275,73.2,81.3,3.64,3.58,3.36,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=731733
497,"Branson, James G","PHYS 1C  - Waves, Optics & Modern Physics A",WI12,186,89,65.5,49.4,5.37,3.32,2.9,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=731772
498,"Yagil, Avi","PHYS 1CL - Waves,Optics&Modrn Phys Lab    01",WI12,175,72,73.2,70.0,3.16,3.55,3.42,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=731773
499,"Grinstein, Benjamin",PHYS 2A  - Physics-Mechanics              A,WI12,162,89,80.2,39.5,7.51,3.09,2.77,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=731780
500,"Grinstein, Benjamin",PHYS 2A  - Physics-Mechanics              B,WI12,333,153,72.4,50.3,6.73,3.07,2.77,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=731781
501,"Grinstein, Benjamin",PHYS 2A  - Physics-Mechanics              C,WI12,331,146,74.5,45.8,8.04,2.96,2.77,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=731782
502,"Uttayarat, Patipan",PHYS 2B  - Phys-Electricity and Magnetism A,WI12,336,178,64.4,29.8,7.11,2.98,2.54,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=731783
503,"Yagil, Avi",PHYS 2BL - Phys Lab-Mechanics&Electrostat A,WI12,101,54,63.0,77.8,5.94,3.27,3.06,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=731953
504,"Surko, Clifford M","PHYS 2C  - Physics-Flu,Wav,Thrmdyn,Optics A",WI12,202,85,82.4,40.5,6.43,3.28,2.82,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=731792
505,"Anderson, Michael G.","PHYS 2CL - Phys Lab-Elec,Magnetsm,Wav,Opt A",WI12,210,82,38.3,61.7,8.89,3.09,3.07,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=731960
506,"Hirsch, Jorge Eduardo",PHYS 2D  - Phys-Relativity&Quantm Physics B,WI12,168,83,64.2,40.5,8.45,2.67,2.64,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=739367
507,"Griest, Kim",PHYS 4A  - Physics/Physics Majrs-Mechancs A,WI12,22,9,100.0,100.0,5.75,3.63,3.06,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=731805
508,"Wu, Congjun","PHYS 4D  - Phys Majrs-EM Wav,Opt,Spec Rel A",WI12,29,13,92.3,23.1,4.35,3.62,3.25,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=731806
509,"Tytler, David Robert",PHYS 7   - Introductory Astronomy         A,WI12,41,15,53.3,66.7,4.5,3.1,3.17,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=731807
510,"Wu, Congjun",PHYS 100A  - Electromagnetism               A,FA11,67,27,88.9,48.1,7.17,3.19,2.81,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=722373
511,"Dubin, Daniel Herschel",PHYS 105A  - Mathematical&Computational Phy A,FA11,65,31,87.1,87.1,10.89,3.43,2.8,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=722374
512,"Hicks, J. Charles",PHYS 11   - Survey of Physics              A,FA11,80,26,44.0,36.0,5.62,3.0,2.89,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=722370
513,"Intriligator, Kenneth Arthur",PHYS 110A  - Mechanics                      A,FA11,71,33,100.0,97.0,8.26,3.38,2.83,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=722378
514,"Driscoll, Charles F.",PHYS 120B  - Physical Measurements          A,FA11,30,17,100.0,100.0,10.62,3.63,3.58,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=722379
515,"Michelsen, Eric Leonard",PHYS 130B  - Quantum Physics II             A,FA11,41,28,85.2,96.3,6.43,3.23,2.98,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=722382
516,"Arovas, Daniel P",PHYS 140A  - Statistical & Thermal Physics  A,FA11,53,34,79.4,82.4,8.74,3.18,3.03,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=722384
517,"Burgasser, Adam Jonathan",PHYS 160   - Stellar Astrophysics           A,FA11,21,11,100.0,81.8,7.41,3.27,3.31,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=722386
518,"Dudko, Olga",PHYS 175   - Fundamentls/Biological Physics A,FA11,6,5,100.0,80.0,6.5,3.0,,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=729589
519,"Paar, Hans Peter",PHYS 191   - Undergraduate Seminar/Physics  A,FA11,21,15,85.7,92.9,0.5,4.0,,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=722388
520,"Kishimoto, Chad T.",PHYS 1A  - Mechanics                      A,FA11,203,107,64.2,66.0,7.53,2.98,3.02,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=722272
521,"Kishimoto, Chad T.",PHYS 1A  - Mechanics                      B,FA11,283,136,75.0,72.6,7.72,3.05,3.02,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=722273
522,"Rappel, Wouter Jan",PHYS 1A  - Mechanics                      C,FA11,260,111,76.6,81.5,5.64,3.13,2.75,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=722274
523,"Anderson, Michael G.",PHYS 1AL - Mechanics Laboratory           01,FA11,734,329,81.7,83.1,3.6,3.53,3.38,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=727017
524,"Levine, Herbert",PHYS 1B  - Electricity and Magnetism      A,FA11,210,80,65.8,53.8,6.23,3.06,2.99,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=722313
525,"Anderson, Michael G.",PHYS 1BL - Electricity & Magnetism Lab    A,FA11,25,12,45.5,72.7,4.5,3.42,3.26,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=722314
526,"Anderson, Michael G.",PHYS 1BL - Electricity & Magnetism Lab    B,FA11,24,9,66.7,66.7,4.5,3.56,3.26,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=722315
527,"Anderson, Michael G.",PHYS 1BL - Electricity & Magnetism Lab    C,FA11,26,8,87.5,100.0,2.75,3.63,3.26,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=722316
528,"Anderson, Michael G.",PHYS 1BL - Electricity & Magnetism Lab    D,FA11,23,9,66.7,88.9,4.72,3.22,3.26,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=722317
529,"Anderson, Michael G.",PHYS 1BL - Electricity & Magnetism Lab    E,FA11,22,5,60.0,80.0,2.1,3.6,3.26,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=722318
530,"Anderson, Michael G.",PHYS 1BL - Electricity & Magnetism Lab    F,FA11,23,10,90.0,90.0,3.5,3.7,3.26,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=722319
531,"Anderson, Michael G.",PHYS 1BL - Electricity & Magnetism Lab    G,FA11,24,10,60.0,80.0,4.1,3.2,3.26,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=722320
532,"Anderson, Michael G.",PHYS 1BL - Electricity & Magnetism Lab    H,FA11,24,7,71.4,100.0,3.5,3.29,3.26,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=722321
533,"Paddock, Mark","PHYS 1C  - Waves, Optics & Modern Physics A",FA11,220,134,88.1,96.2,6.32,3.38,3.07,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=722322
534,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    01",FA11,201,91,91.1,86.5,3.63,3.53,3.39,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=727283
535,"Griest, Kim",PHYS 2A  - Physics-Mechanics              A,FA11,346,171,89.5,92.9,6.24,3.31,2.69,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=722334
536,"Surko, Clifford M",PHYS 2B  - Phys-Electricity and Magnetism A,FA11,267,139,63.3,20.9,7.82,2.99,2.73,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=722336
537,"Wuerthwein, Frank",PHYS 2BL - Phys Lab-Mechanics&Electrostat A,FA11,142,67,64.2,65.2,5.44,3.3,2.86,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=722338
538,"Groisman, Alexander","PHYS 2C  - Physics-Flu,Wav,Thrmdyn,Optics A",FA11,248,124,76.2,54.5,6.21,3.25,2.89,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=722347
539,"Groisman, Alexander","PHYS 2C  - Physics-Flu,Wav,Thrmdyn,Optics B",FA11,221,97,82.3,56.3,6.31,3.17,2.89,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=722349
540,"Anderson, Michael G.","PHYS 2CL - Phys Lab-Elec,Magnetsm,Wav,Opt A",FA11,268,127,31.7,54.0,7.66,2.98,3.07,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=722351
541,"Hirsch, Jorge Eduardo",PHYS 4C  - Phys Majrs-Elect & Magnetism   A,FA11,34,15,80.0,66.7,10.63,3.07,2.82,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=722365
542,"Coil, Alison",PHYS 5   - The Universe                   A,FA11,37,28,89.3,96.4,5.02,3.4,3.3,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=722367
543,"Fuller, George Michael",PHYS 87   - Freshman Seminar               A,FA11,16,11,100.0,100.0,0.86,4.0,,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=729515
544,"Conger, Casey J",PHYS 1A  - Mechanics                      A,S211,58,17,64.7,82.4,8.85,2.56,3.19,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=719417
545,"Anderson, Michael G.",PHYS 1AL - Mechanics Laboratory           A,S211,22,5,100.0,80.0,6.0,3.2,3.41,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=719418
546,"Anderson, Michael G.",PHYS 1AL - Mechanics Laboratory           B,S211,21,5,60.0,100.0,7.7,3.0,3.41,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=719419
547,"Anderson, Michael G.",PHYS 1AL - Mechanics Laboratory           C,S211,11,3,100.0,100.0,5.83,3.67,3.41,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=724642
548,"Stergiou, Andreas",PHYS 1B  - Electricity and Magnetism      A,S211,74,26,42.3,36.0,11.12,3.0,2.22,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=719420
549,"Anderson, Michael G.",PHYS 1BL - Electricity & Magnetism Lab    A,S211,24,10,100.0,100.0,4.9,3.4,3.48,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=720427
550,"Anderson, Michael G.",PHYS 1BL - Electricity & Magnetism Lab    B,S211,24,5,100.0,100.0,8.5,3.4,3.48,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=720428
551,"Anderson, Michael G.",PHYS 1BL - Electricity & Magnetism Lab    C,S211,14,4,75.0,50.0,3.5,3.5,3.48,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=724651
552,"Farsian, Reza","PHYS 1C  - Waves, Optics & Modern Physics A",S211,61,16,75.0,56.3,9.88,3.2,2.82,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=719421
553,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    B",S211,24,4,100.0,75.0,4.0,3.75,3.53,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=720430
554,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    C",S211,24,6,66.7,66.7,8.5,3.67,3.53,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=724639
555,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    D",S211,11,3,100.0,100.0,3.83,3.67,3.53,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=724640
556,"Uttayarat, Patipan",PHYS 2B  - Phys-Electricity and Magnetism A,S211,73,41,78.0,68.3,9.72,2.95,2.64,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=719422
557,"Deris, John B","PHYS 2C  - Physics-Flu,Wav,Thrmdyn,Optics A",S211,66,27,85.2,66.7,8.04,3.19,2.79,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=719424
